character gender,characters,type,Character_dialogue
M,ERLICH'S VOICE,1,"Hey. Bitches are crazy. Richer they are, crazier they get. THE LIST The name Erlich, Vincent crossed off now by Alex. "
M,JODY,1,"Okay. That nice lady. Meets me in a bar. I am saying what the fuck am I doing here anyway. She buys me a drink. She holds my hand. I am looking at her saying I don't like you, bitch. But what the fuck. Maybe I will get to understand."
M,DAVE,1,You fucking bitch He tries to pick up the flapping fish in his hands.
M,FRANK,1,"So, needless to say, I understand your situation. My old lady, she took off and left me with the kids five years ago. That bitch. But I am not bitter or anything. I found me a good day care and moved on with my life. You should too."
M,RON,1,Bitches. Plural. There's a bunch of faggots runnin' a hell of a club up in New York. That's where I got the idea. Welcome to the Dallas Buyers Club. 62   
M,DAGGETT,1,You dumb bitch.
M,TROY,1,Forty white bitches and a mule. Perfectly executed. Troy grins as the table erupts.
M,TROY,1,"Yo man, you know I wasn't talking about Sof back there with whole forty bitches thing. I was just "
M,KURT,1,"Dear White People. Are you tired of your hum drum, Wonderbread existence of accidental racism and wishing you could sip on Henny out yo crunk cup without a Bitch giving you the sideeye? Course you are."
M,KURT,1,"A proper hood rat starts fights, speaks loudly, and when she can't think of the word she's trying to say just makes one up, such as edumicated. Feel free to fry up some chicken, bring KoolAid, Watermelon, 40s, Henny, and of course Dat Purple Drank. No bougie bitches allowed. 76C   Sam removes the pins and the black power Afro pic holding 76C up her pompadour fro hairdo, and lets it fall flat around her ears. She takes in her image in the mirror."
M,DEAN FAIRBANKS,1,wishing you could sip on Henny out yo crunk cup without a Bitch giving you the sideeye? You write this Troy? Troy looks up at his father embarrassed.
M,RANDOLPH,1,"You know, now I remember why we broke up. Always with the accusations. Bitch, bitch, bitch... Nora hauls off and punches him in the jaw. "
M,EDDIE,1,"Stick around, let the bitch Hoover  you, too. Indicating redhead. In all these scenes, Hull acts indifferent to the horror,  but here the effort costs him. He masters his disgust with a  joke."
M,IVY,1,"You want to suck it, bitch? Or drink it? Laughing, he turns, urinates on Hull's pants. Hull doesn't  move."
M,IVY,1,"continuing  recognizing him Oh, I know you. You are the bitch  whose whore I wasted tonight, ain't  you? Somebody pushes on the outside of the door. Hull holds it  closed with his back."
M,FATHER,1,"Fucking bitch... All bitches He swings, catches her in the face again, hard."
M,FATHER,1,"Hate 'em. Fucking bitches LINDA'S FATHER swings at her again, loses his balance and falls on the floor. LINDA stands looking at him, holding her jaw. She is crying. Tears are streaming down her face.  "
M,KOSCIK,1,Ignore the bitch. To the dead. God rest their souls. Bitch Do you want vodka? His wife just glares at him.
M,LEX,1,"Poor, Jam, man. Imagine having to  stash your KISS records inside Carly  Simon album covers. No question,  Mrs. Bruce is a psychobitch from  hell."
M,LEX,1,"Okay, I am just a little mad now  Jam, why had you talk us into picking  that bitch up in the first place?"
M,MOUSE,1,Just drive this sumbitch The drone of the engine takes us 30                                                    30 A TRUCK with a whole family's belongings tied down onto a flatbed rolls up. A WOMAN and a bunch of KIDS fill up the cab.
M,ZEKE,1,"The sum' bitch looks terrific. Tommy, eavesdropping, joins Zeke's chuckle, which unfor tunately turns into a wheeze and then a cough. Zeke turns to Tommy."
M,ZEKE,1,"Good to see you, you old sum' bitch. O'CONNOR Evening, Mr. Chairman, thanks for taking the  Tommy, you s.o.b., they let you in here? indicating Andersen and Bridges You folks finally get to press flesh Olaf, meet Tommy Johnson. Tommy, Olaf Andersen. Chairman of Gulf Coast Power."
M,TOMMY,1,"Olaf? Olaf, Zeke Bridges. Listen, you sum' bitch, I am so mad, I can't sit down to shit. Have you heard what I heard?  with Andersen."
M,KALE,1,"Oh my god, Skinny Psycho? I sat next to that bitch in Spanish  D.J. Caruso 66                                                          66"
M,JAY,1,"So the next day we rented 'The Breakfast Club', and then 'Weird Science' where these two fucks have a chick that will do anything for them and they don't do nothing because it's a PG movie. But then we got thrown out of Macy's when we watched 'Pretty in Pink', because of this bitch."
M,JAY,1,"You know how at the end the redheaded bitch gets together with her dream guy at the prom? Well pussy here starts fuckin' sobbing all sorts of loud and shit. And the manager's like Get the hell out of here And I am like Fuck you, you bald cocksucker I will kick your lard.."
M,JAY,1,It's a free country. The bitch just came to the man with the most.
M,GANG LEADER,1,"The bitch is gonna be leaving with the man with the most  the man with the most led in his piece. While you and tubby are leaving with the most led in your dead fucking carcasses, know what I am sayin?"
M,JAY,1,"You think every white boy cowers at your ass? Shit, if I don't fucking plant you  watermelon  my muscle here will. What do you think he is? My boy friend? I love chicks. So he's gotta be with me for one reason to watch my back. Silent Bob doesn't talk in words he speaks in bullets. Re's all quiet cause he's thinking about how he's gonna take you and your bitches out quick enough to piss on the bullets in your bodies before they cool down. You know why? Because he likes to see the hot steam coming off them when he sprays them down. Come to think of it, Im tired of talking to your dumb ass you probably don't even understand big words like 'piss'. Tell you what  I will let him explain it to you. Silent Bob  shoot these punkmonkey bitches. Silent Bob slowly raises his hands in a surrender fashion. Jay looks at him."
M,RUFUS,1,Artsyfartsy bitch.
M,JAY,1,"Man, bitch thinks just 'cause she's goodlooking, she can tell us what to do."
M,AZRAEL,1,You maintain that kind of an attitude and you and the barkeep won't be the only corpses in the room the ChristBitch will join you.
M,LEFTY,1,"That's a good thing. One broad's enough. She's a good woman, Louise. My son Tommy, she's more of a mother to him than my ex wife, that bitch,  My own fucking son's a junkie, you believe it?"
M,FRANK,1,Sumbitch kicked me in the face. Who are you?
M,FRANK,1,"The bitch, the old man and my car"
M,WEBSTER,1,Being a daddy wasn't the only thing Milton was good at. Sumbitch was good at being a friend. 
M,KIRILL,1,"If you are passing, you pass. You keep going, bitch. Nikolai, come on... Kirill grabs Nikolai's arm, and after peering at Anna for a moment, he turns to go with Kirill. Anna gathers her courage."
M,KIRILL,1,That girl you fucked in front of me... you remember her? The Ukrainian bitch?
M,KIRILL,1,"Some bitch was out there saying you were the father of a baby. Semyon turns to Kirill, his face hardening..."
M,KIRILL,1,It was nothing. Just some bitch...
M,GEORGIE,1,"Yeah, well a couple of things have changed.  It ain't gonna be the Christine Jorgensen story no more. Goddamn Variety printed the story before I had the rights, and now that bitch is asking for the sky."
M,WOUNDED SOLDIER,1,"Can't wait to have me dead?  You bitch He slaps her hand away.  Slaps at the tubes going into his arm.  Hana  is absolutely shocked.  But just as suddenly he's sunk back into semi consciousness. Shaken, she sits by him and takes his hand, he pulls it away, she takes  it again.  He is in terrible pain.  His face creased with anger.  Now  his hand is clutching at hers.  She tries to soothe him."
M,ROBBIE,1,"We had rules, okay? The rescue routine like in the diner? It always worked, cause we said one time only. You come, then you go. But you end up marrying the bitchl"
M,MITCH,1,"Listen to me, bitch. Ginny's silent."
M,MAC,1,"You know, for a bitch.  You can be awfully sweet."
M,DUKE,1,"WHAT? What was that crazy bitch said to him? There's a war on, man  People are being killed"
M,ADULTERER,1,"Fuck you, bitch Heroine nails Adulterer with THREE HITS to the chin, throat  and chest, flipping him to the floor. She pulls a KNIFE from  her belt buckle and has it under Adulterer's chin."
M,FINGER,1,You still pining for that two timing bitch. Forget her. There are a million women out there.
M,JACK,1,Bob had bitch tits. PULL BACK to wide on... 
M,JACK,1,"Six months ago, Bob's testicles were removed.  Then hormone therapy.  He developed bitch tits because his testosterone was too high and his body upped the estrogen.  That was where my head fit  into his huge, sweating tits that hung enormous, the way we think of God's as big."
M,GEORGE,1,"Those pans hurt, you crazy bitch I hadda help Micky"
M,DALE'S VOICE,1,What? That bitch? Don't trust her She's after you
M,GAUNT YOUNG MAN,1,"Fuck yeah bitch. You are a stupid fucker if you don't believe in God. The GOD topic has silenced the stairwell... GAUNT YOUNG MAN  As soon as you realize that the random events in your life are God...you will live a much better life. You spend your life believing that you have all the control over what happens. Bullshit. The plane you are flying goes down? Out of your control. God gives you cancer. I have no control over that. Did God give me cancer? You bet your ass God gave me cancer. You think if I begged for cancer God would have given it to me? No...because I assure you I have begged for God to take it away  and guess what? I have no control over that. GAUNT YOUNG MAN smokes the cig to the nub and rubs the remains against the smooth concrete wall. GAUNT YOUNG MAN  Can I get another smoke? What's wrong with you honey? You are beautiful, do you know that? Do I scare you? People either have to pretend they don't see me or they are drawn to me. It's funny because people see me as being close to the other side  they feel like I have power or wisdom. They think I have the answers. Who knows? Maybe I do. Death gives you perspective. I lived my life so indecisive, in a haze. But now that I am dying everything is so clear. It all makes sense somehow. I am sorry but I can't get over how beautiful you are? Look at your arm, you an addict? NICOLE looks at him. She nods. GAUNT YOUNG MAN  What's your name?"
M,LEO,1,Bitch
M,LEO,1,"Maybe, maybe not, but I don't give a  flyin' fuck either way. I have had it  with that Machiavellian bitch I am  too drunk to drive home. I am sorry  about that, I am real sorry about  that. I got drunk on New Year's Eve,  cut my fuckin' head off... noticing Ted at the  bar What's going on here?"
M,GARCIA,1,You got bitchslapped. Mark turns to Garcia.
M,WILLY,1,"You are gonna be okay? She squeezes his hand.      Very weakly. Crawford is looking daggers die, bitch. Jennifer's eyes  fixed on Willy  roll back.        She fights it."
M,SAILOR,1,Sorry I insulted you... bitch.
M,OLD SAILOR,1,THE BITCH IS BREAKIN' UP
M,FREDDY DOLL,1,"Well it ain't Raggedy Ann, bitch The Freddy doll flashes it's tiny glove of knives, thrusting them deep into Meagan's chest."
M,FREDDY,1,"Three's a crowd, bitch Why don't you just go get BEEP "
M,CHARLIE,1,"Game, my friend. Rock solid. Charlie moves off. And even though he's playing it off, we see that Mark's hit a nerve. This hot girlfriend thing is a bitch. Mark calls after him"
M,PETER,1,"Show up on film, yeah. But werewolves do, bigfoots do. We get proof, catch something  we could build a stage act around that, you wouldn't believe. We had blow those Cirque bitches away"
M,RICHARD,1,"Fucking Bitch He tumbles over, a corpse."
M,SANTANICO,1,"Let's see if you taste as good as your brother. She approaches Seth, who FIRES at her. BAM... BAM... BAM... CLICK... CLICK... CLICK... CLICK. She laughs and gives her hair a toss back. Seth, moving backwards, is terrified. Santanico gives Seth a SWINGING ROUND HOUSE PUNCH to the JAW, that sends him FLYING over a table, SLIDING ACROSS the FLOOR and INTO the WALL. A badass biker named FROST, with a hideous burn on the side of his face, stands on top of a pool table, swinging a pool cue, left to right, fending off vamps. Big Emilio picks up a biker who stabbed him with a switchblade and throws the poor bastard from one end of the bar to the other. The bikerwinner of the bare knuckle fight, SEX MACHINE, goes head to head with a stripper. The vamp might have superhuman strength, but Sex Machine has close to superhuman strength, and he's matching the vamp bitch blow for blow. Then he GRABS her by the waist, LIFTS her up over his head and BRINGS her DOWN HARD on an upturned table, IMPALING her on the wooden leg. FROST is still swinging his POOL CUE, when Razor Charlie appears, straight razor in hand. Frost JUMPS off the table to meet the challenge. Razor Charlie SWINGS at him, Frost LEAPS back, SWINGING his pool cue at him. They do this dance, till Frost CRACKS Charlie UPSIDE the HEAD with the pool cue, breaking it in half. Charlie FEELS the HIT. Frost PLUNGES the splintered end of the cue in Razor Charlie's heart. Green blood comes out of his chest, as Charlie screams the vampire's death scream. Seth comes to and finds Santanico standing over him. He tries to rise, but Santanico places her bare foot on his chest, pinning him down to the floor. He tries to move, but the pressure of her foot is equivalent to an engine block placed on his chest."
M,CALE,1,Fuck you and that bitch.
M,OSCAR,1,"Hey Stop you bitch ass Muthafucka He stops, turns around, and runs over to something lying in the street. It's the dog, and he's in bad shape. Oscar picks the dog up out of the street, and places him on the sidewalk."
M,CALE,1,"This the cat from bitch ass Palma Ceia I was tellin you about. The Hispanic Man cuts a mean look at Oscar, flashes a gang sign at him."
M,CALE,1,"Fuck that shit, Bitch My girl right here too. I don't give a fuck. Goldenrod                                      84. 76                                                     76"
M,OSCAR,1,I aint nobody's Bitch nigga
M,BRANDON,1,"Why the fuck you keep pointing that                      taser at me, bitch? We didn't even                       do nothing wrong.                                        Goldenrod                                      95. 92                                                     92"
M,GEORGE,1,I couldn't believe you moved out of LA. You were getting some good jobs as an actress. You got to play the bitch on Melrose Place for awhile and make out with Andrew Shue. That was pretty good. Do you miss it?
M,HEAVY DUTY,1,And how had that bitch in leather get a jump jet like ours?
M,MARK,1,"No bitch, he's in LA now. He's a writer. He's writin' a movie about snowboarders or some shit, X don't know. I should introduce you to him Largeman, maybe you guys could do something together."
M,MARK,1,"Get the fuck up here, bitch This guy does not wait for a beer This is a movie star This is Jersey's DeNiro and shit. Mark sloppily hugs Large. Others slap him five as Large awkwardly navigates between variations of hugs and handshakes."
M,MARK,1,"You like that? That's improvisation, bitch. You can use it. "
M,BRUMBY,1,I will murder the little bitch
M,BRUMBY,1,"Sandra Unlock the door, you bitch. Carter pauses outside the front door and listens to the  row going on upstairs. He opens the door and goes in. "
M,CARTER,1,"You bitch It was you who told  them I was here, wasn't it? He smacks her hard across the face. Margaret cries out.  The car draws alongside. A steel mesh separates the  pedestrian way from the traffic, so the two men can't get  to Carter until he reaches the end of the bridge. Con leans  out, his usual cheery self."
M,CARTER,1,"You are a lying bitch. Carter lifts her up, out of the water. She is spluttering,  nearly drowned."
M,LITTLE RICHARD,1,"What is that? IN THE WINGS  the club manager watches on unsure what to do. ON STAGE  James and Bobby, hollering into the same mic are ripping the place up. IN THE WINGS  Little Richard appears at his side, fuming. LITTLE RICHARD  Get those bitches off my stage Power to the stage is cut off. The performance is over but the crowd go batshit. NAFLOYD, BABY ROY are shaking."
M,ROD,1,"Yeah. How I am gonna get in trouble for following standard procedure? Fuckin' Gary out here thinkin' just because a bitch old, she can't hijack an airplane. Chris laughs."
M,ROD,1,Nope. I don't give a fuck if she's Dr. Drew up in this bitch. You ain't getting in my head.
M,BLAZE,1,"Make him pay, somehow  I don't know. How do you beat the Devil? Walk up and bitchslap him? Pretend you are Schwarzenegger and fire a bazooka up his hind ass? I am basically making this up as I go along. Nomi smiles."
M,CARRIGAN,1,"Rodenburg's dead. Oswalt, Weingrod, all those other inbred losers too. Looks like my exbitch has hooked up with the fire guy  In the rearview mirror, Odell's eyes grow wide."
M,CARL,1,"This isn't a joke, man. You find  that bitch, whoever she is, and...  get rid of her, you hear me? I have  got four million dollars stuck in  that fucking computer. If I don't  get those codes, if that money's not  transferred soon, I am dead. If I  lose Balistrari's money, we are both  dead."
M,FREDO,1,Goddamn bitch.
M,CHEESE,1,Bitches love the cheddar. Small laugh.
M,PATRICK,1,Caller Bitch you better have my money. Patrick looks up.    The room is quite.   He continues
M,POLICEMAN,1,"For Grand Theft Auto  And off of Donny's look  We go to Memphis in the Shelby... As FOUR CRUISERS comes speeding toward him, sirens wailing... QUICK SHOTS of Memphis racing the Shelby through the early morning harbor town streets ... Sirens peel ... Memphis turns up the music Pins the gas ... The chase is on ... Memphis maneuvers the Mustang with a dazzling aplomb... Memphis gutterballing the car, skating the shoulder, the cops in heavy pursuit ... And now he's picked up another CRUISER... He passes Atley Jackson, heading in the opposite direction... Atley has pickedup a pair of cruisers himself ... Memphis on a straightaway now, speeds up, feels the boost. But up ahead, a ROADBLOCK has formed... How had they get that deployed so fast? And behind him, the unmarks blaze ... Guns his bitch... Straight at the roadblock .. Three CRUISERS and a PORTABLE WOODEN BARRICADE... Memphis pins her ... ZOOOOOM Deadon to the roadblock ... And, at the last moment, as the COPS dive out of the way, Memphis bangs the gear shift into neutral  yanks the parking brake  And the Mustang spins on the straight  Screeching spin ... And Memphis takes the HARD LEFT ... And he's managed to outrun them... Finding himself above Lower Grand... Looking down ... He can see the secondary pursuit down below ... Atley being chased... IN THE DISTANCE  Atley is LAUNCHED FROM THE SHOULDER, the Firebird rolling down a drainage culvert ... Landing with a sickening thud on its back. Memphis is horrified. "
M,JACKER,1,"Out of the car, bitch, or I blow your fucking head off   Donny looks at the jacker... Surprised... It is a KID ... No more than 16 ..."
M,CHUCKIE,1,"All right Morgan, fine. I will tell  you why we are not going to Kelly's.  It's because the takeout bitch is a  fuckin' idiot. I am sorry you like  her but she's dumb as a post and she  has never got our order right, never  once."
M,BILLY,1,"Submit, bitch Submit Submit"
M,CHUCKIE,1,"You are walkin' bitch, Will's takin'  the car. Morgan mumbles something and staggers off. Billy follows  with an indifferent shrug."
M,HEAD LATINO,1,"You better get the fuck outta here, bitch. He pushes Tao backwards. Tao falls back into the snow. This time Tao crabwalks back away from the Latinos. The Latinos stroll away with Tao's bike. "
M,TALL  GUY,1,"What you call me, you fucking with me, bitch? You think you are funny?"
M,TALL  GUY,1,"Why don't you get the fuck out of here, while I will still let you.  GUY  That's right, bitch."
M,CAMERON,1,I was ten years old and made you look like a bitch in front of your entire department. The Officer slams Cameron to the ground. Oscar shows up. A dozen KIDS behind him.
M,ROHEIM,1,bitch. From the dark recesses of sleep  he wakes. Straightens up. Slurps back his dignity.
M,ROHEIM,1,"bitch. Consciousness slowly sinks in. He checks his watch, then the area around him. He spots Horus  slumped in a chair, in a thinking posture. Horns seems lost in his own blank stare."
M,ROHEIM,1,Bitch.
M,KALOLO FANALUA,1,"We are from Guam, bitch Now get outta the car"
M,FORD,1,"into twoway mike You called it right, Max. The bitch showed. I am on her ass right now  pulls out to follow her Mount up, boys. Two to one she leads us right to our boy Storm. Converted to PDF by www.screentalk.org              62. "
M,KUMAR,1,"Look you twinkie bitch, you threw our weed out the window, so now it's your duty to make sure we are high as shit by the time we are eating those burgers."
M,COLE,1,"Yeah, that's right, bitch Try fucking with me one more time. Just try it Cole jumps up and town gloating and pounding on his chest."
M,THEO,1,"Me too.  Although I learned one  thing about you, that you don't  know about yourself.  You can be a  pretty decent bitch. Nell shoots down the rest of the glass of wine."
M,CHRIS,1,"I will find ya and kill you, you bitch, wherever you are  you ever try to take Dominick away from me. Converted to PDF by www.screentalk.org            25. He means it. She knows it. He takes the car keys and goes. She's frozen to the spot. "
M,WAINGRO,1,"You think I am some john? I am a stone killer I am a skyblue bad ass, bitch "
M,MARCIANO,1,"Oh, man... Why did I get mixed up with that bitch? Converted to PDF by www.screentalk.org          75."
M,FRED DEAN,1,We beat the bitches.
M,ARD,1,"Stupid bitch  Get away from me As ARD and the QUEEN fight over the LocNar, the Queen's troops pour in and battle with Ard's soldiers.  Thunder roars overhead."
M,JOEY,1,"Yeah ... yeah ... yeah ... No, it's important that I speak to ... What?  No, don't ...                 Put. Me.  On.  Hold.  You.  Stupid.  Bitch. Joey slams the phone down. She stares at the papers, at the scratch pad, takes a deep breath, and punches out a number on the phone. This time Joey's voice is different."
M,JP,1,"That's terrible.  What a bitch.  She was obviously just using you, Terri.  Ready to dump you the second she had what she needed, interfering little whore."
M,JOEY,1,"Wanna light, you bitch? Joey pulls her father's Zippo from her pocket and sparks it up as she swings it through the air close to Terri's face. A huge FLAME shoots out of the Zippo  and scours across Terri's face. Terri howls in terror, throws her hands to her face ... and the Box flies from her hands. Joey catches it, spins it, closes it An arc of BLUE LIGHT zaps across to Terri and she's gone ... Still in one movement, swinging on her heels, Joey twists the box again ... And another Arc of LIGHT zaps JP away ... Joey completes her turn.  She's facing Pinhead.  She holds the Box before her like a weapon ... and she's got the monster in her sights ..."
M,FRANK,1,"You set me up   You bitch. You set me up The pattern of light in the room has become more elaborate, and the CENOBITES move through it towards FRANK."
M,FRANK,1,"Bitch The house is growling  from basement to eaves now, as KIRSTY steps onto the landing. 180  "
M,EDDIE,1,"Welcome to my world, bitches. They all look up at THE HOLE."
M,DUSTIN,1,"What had you say, bitch? TJ tries to walk away. Dustin grabs him and throws him down."
M,HESHER,1,"Do you think she is totally bald or do you think she's more of a landing strip kind of chick or more of a 70's jungle bitch. TJ is startled. Hesher stands behind him, also watching Nicole."
M,HESHER,1,FUCK YOU BITCHES He lands in the pool splashing TJ and Nicole. He pulls himself out and shakes his hair around like a wet dog. He looks over at the flaming diving board.
M,LIZARD,1,"Come on bitch... She screams and resists by grabbing at furniture and pulling off the curtains... Her nails scratch against the paneling. BEFORE LEAVING, LIZARD RIPS THE JEWELRY FROM ETHEL AND LYNN'S BODY... 81 "
M,NICK,1,What bitch?
M,COCKSUCKER JONES,1,"I know who Dean Jones is, bitch I can't walk around here with that kind of faggy, cracker name."
M,MALIK'S VOICE,1,"Then why won't she open her mouth?  Why doesn't the bitch say something???  Something about Malik's statement bothers Talley.  The wording is odd, suspicious "
M,GRAMPA,1,"God damn bitch, what the fuck are  you waiting for... Charles Nelson  Reilly don't know shit... We pull back further to see Otis pacing wildly back and forth  in front of his TV, watching MATCH GAME. Grampa sits eating  a TV dinner."
M,OTIS,1,"gesturing at the TV  with a knife Watch that bitch, she's thinking  about that Klugman bangin' Brett  Sommers, pick motherfucking Richard  Dawson. Otis throws the large hunting knife at the wall next to Jerry."
M,OTIS,1,"Hands up, bitch Naish raises his hands."
M,GRAMPA,1,"slurred drunken  yelling at the screen Get those motherfucker... those high  water bitches and rocketship  daisies... kill 'em, kill 'em. CRASH CRASH CRASH Tiny stands in a corner tunelessly  banging on a large oil drum. He is dressed like a low budget  BATMAN, in grey long johns and a black bat mask and cape. A drunk Rufus, wearing a bloody police uniform, stands on a  table SHOUTING along to the music through a POLICE MEGAPHONE. Mother and Baby, both dressed as SUPERHEROES, dance around  the covered object. Both are swigging moonshine from jugs. RUFUS JR. shouting through  megaphone Show me, show me, show me, show me Mother and Baby start TEARING AWAY the paper covering from  the object in the middle of the room. They RIP at the paper,  spinning and dancing around in a wild pagan ritual. As the shreds of colored paper fall to the floor we see  Denise, Jerry and Mary tied back to back hanging from the  chain, each are dressed in a different animal costume. Denise  is a pig, Jerry is a donkey and Mary is a rabbit. They are  gagged. Mother and Baby laugh at their helpless victims, splashing  moonshine in their faces."
M,KAPLAN,1,"Lazy, rich, condescending bitch. The team moves up to the rooftop doorway where Kit Kat is.  He holds up an About Time card.  The agents laugh and greet them. "
M,NATHAN,1,"That bitch. I worked so hard. We  worked so hard, you and I. He would have  made us famous."
M,NATHAN,1,I have some thoughts. I think that  hairy bitch is somewhere trying to  turn him back into an ape.
M,SANBORN,1,"The only reason he likes you is because you act like his bitch, and you look up to him, and he likes to be the top dog."
M,LATINO MAN,1,Yeah you fucking bitch... 65   
M,ANDY,1,You saw her Johnny... stuck up city bitch.  ISOYG PINK 102909 18A.
M,JOHNNY,1,"Bitch like that comes up here for one reason. Sitting in that window, tits flapping in the wind for all to see. You know?"
M,ANDY,1,"Suck it, bitch. Jennifer opens her mouth and moves her head toward the bottle. As she maneuvers the bottleneck into her mouth, her eye catches a large shard of glass next to Andy's boot. As soon as Andy turns around to smile at his friends, Jennifer grabs the bottle and cracks it upside his kneecap. Andy immediately grabs his leg and falls to the floor. The guys start laughing as Jennifer leaps up from the floor and rushes over to her purse. She quickly pulls out a canister of mace  Before the guys even register what is happening Jennifer is racing at Stanley  As he brings the camera down he's met with a spray of mace. He clutches his face, screaming in pain  And like that  Jennifer is out the back door. 35 "
M,STANLEY,1,"You ever get mace in your eyes, bitch? It smarts. ISOYG PINK 102909 45. Andy shoves her face down into the water  then pulls her up. ON MINIDV CAM Eyes pried wide open, Jennifer gags as the dirty water pours from her nose  mouth  she desperately tries to breathe  Andy shoves her face down again and again as Stanley films."
M,STANLEY,1,"Bitch was too tight, even after ya will... Sides, she's all bloody... I wanted to finish up."
M,STANLEY,1,Why you little bitch... Stanley races over  Just as Stanley gets close  SNAP A hidden BEAR TRAP clamps down on Stanley's leg  the pain is intense as he screams out  He staggers backwards and falls to the ground in agony
M,STANLEY,1,Bbbb... bitch Let me go She grabs his nose and pulls open his mouth shoving a MAGGOT INFESTED RODENT into his mouth. ISOYG PINK 102909 79.
M,THE WATER,1,JENNIFER  Suck it bitch. She pulls his head back up.
M,SHERIFF STORCH,1,"Where is she, you bitch? Jennifer slams the gun deeper. The Sheriff's body goes stiff. The Sheriff screams again."
M,MARTIN,1,"Come back You bitch He rushes after her but, trips on a root a real 3 dimensional tree root and pitches face first to the ground. Recovering, he looks up. Shock. He is surrounded by a dark, terrible, and very REAL forest. Beauty' has vanished. 6   "
M,TONY,1,"Get off me What are you doing? lashing out and hitting VALENTINA in the face You have betrayed me Haven't you? You let him in...into my world, you bitch?.. after all I have lavished on you...OW Little ANTON has leapt on TONY's back and sunk his teeth into TONY'S ear. TONY throws him off and starts beating him. 68   "
M,RICHARD,1,"Fuckin' bitch. He turns and freezes. Matt Fowler stands a few feet away, an Ortaies calibre 65 automatic directly at Richard's face. His gloved hand poin grips the gun tightly."
M,MALCOLM,1,Bitch 73   
M,MILLER,1,Uhhu. I think you are doing Linton's dirty work. I think you are his English bitch and if I walked into your hotel room tonight I had find you on all fours in fishnets and him hanging out the back of you.
M,REDNECK,1,"Now give me that key, bitch. As he turns back to Jasmine, Boomer starts BARKING wildly. Just as he turns to shoot the dog, Jasmine lights a key ROCKET from the fireworks bag.  The rocket BLASTS into the Redneck, his shirt IGNITING ON FIRE. The Redneck drops the rifle, attempting to put out the flames, his cronies rush to his aid.  Jasmine picks up the gun, moves in on them."
M,JOSH,1,"You of all people You know Why would you do that to me when you know what you know? You bitch He abruptly stops attacking her, staggering backwards, examining his hands as if he can't believe what he's done. Seething with fury. Panting. Elise collapses, catching her breath. Josh swipes a framed photo off the wall and storms away, heading down the corridor... swallowed up by the darkness. "
M,MILES,1,"That is bullshit Mine is a bitch  and yours is a psycho. I can't believe  you are saying this, Marylin There's  nothing wrong with us. We are  attractive and charismatic and  successful and... I like us."
M,GREG,1,I had bone bitches asses.
M,ORDELL,1,"It's Ordell. We got a bit of a change in plans here. Nothing to worry 'bout everything's the same  except for one change. That bitch you saw in the mall, Simone. She wasn't here today, cause she split on me. Me an Louis went over to her place she's gone. She's gone and all her shit's gone and so's my ten thousand dollars. It ain't nothin' to worry about, girl. Everything's just like we discussed. Except when you do the switch, instead of Simone, it's gonna be Melanie. Melanie is lying on the couch, sprawled out like a cat. Louis sits at the other end of the couch. They are watching Dirty Mary and Crazy Larry on TV."
M,ON TV,1,"Peter Fonda and Susan George make jokes as they are pursued by police cars. They can hear Ordell on the phone. Melanie smiling at Louis, flirtatiously and conspiratorially lifts her bare foot and rubs his arm with it. Louis turns to her and gives her a look that says I am not on your side, bitch. So knock it of. Melanie sees this and takes her foot away. Louis turns back to the television."
M,ORDELL,1,"Well, if you had to do it, you had to do it. What we don't want is that bitch surviving on us. Anybody but that woman. Ordell shrugs it off, and digs into the shopping bag. He pulls out the towels and sees fortythousand dollars on top of a bunch of paperbacks. His stomach drops. He just looks inside the bag for the longest time. Louis drives, oblivious to Ordell's dilemma."
M,DELONGPREE,1,"I speak on behalf of the group when I say . . . that's fucked. KAYEM 14 Female, nineteen years old, eight months . . . 342634 . . . bitch is built like a brick shit house."
M,BRODSKI,1,"You sumbitch Three dead On my watch If that...that thing is out there, it's dead You got it"
M,BRODSKI,1,You stupid bitch Everyone jumps as Sergeant Brodski leans against the walkway door frame. He's bound his wounds with a makeshift tourniquet wrapped around his  midsection.
M,BOEMAN,1,What are you doing back? KAYEM 14 Sumbitch won't be giving us anymore trouble.
M,JAY,1,"Bitch, don't you NEVER say an unkind  word about The Time Me and Silent  Bob modeled our whole fucking lives  after Morris Day and Jerome I am a  smooth pimp who loves the pussy, and  Tubby here's my black manservant Just then, RANDAL exits the video store, locking the door  behind him."
M,RANDAL,1,"What the hell are you talking about? TEEN 1 Jay said you had a StarWarsthemed  wedding and you guys tied the knot  dressed like storm troopers. TEEN 2 Yeah. And he said you are the bitch  and you are the butch. Oh, sorrythe  Leia and the Luke."
M,DANTE,1,I am the bitch?
M,JAY,1,"Hell yeah, bitch. Wait a secondwhat money?"
M,JAY,1,"Word, bitch. Phantoms like a  motherfucker. Holden and Jay slap hands. Holden points at the monitor again."
M,JAY,1,"And I can't believe fineass bitches  like yourselves eat that shit. Don't  you know fast food makes girls fart? Suddenly, Jay and Bob are parted by BRENT, who's getting  into the van."
M,JAY,1,What the fuck are you bitches babbling  about?
